PARISH_TOWN_ID,PARISH_TOWN_CODE,PARISH_TOWN,PARISH_TOWN_DISPLAY,UFI,UFI_CREATED
   402,5122,BUCHAN (T),TOWNSHIP OF BUCHAN,       10009873,2008/02/28
   403,2245,BUCKENDERRA,PARISH OF BUCKENDERRA,       10009874,2008/02/28
   405,2247,BUCKLAND,PARISH OF BUCKLAND,       10009876,2008/02/28
   406,2248,BUCKRABANYULE,PARISH OF BUCKRABANYULE,       10009877,2008/02/28
   407,5123,BUCKRABANYULE (T),TOWNSHIP OF BUCKRABANYULE,       10009878,2008/02/28
   409,2250,BUDGEREE,PARISH OF BUDGEREE,       10009880,2008/02/28
   410,2251,BUDGERUM EAST,PARISH OF BUDGERUM EAST,       10009881,2008/02/28
   411,2252,BUDGERUM WEST,PARISH OF BUDGERUM WEST,       10009882,2008/02/28
   413,2253,BULART,PARISH OF BULART,       10009884,2008/02/28
   414,2254,BULBAN,PARISH OF BULBAN,       10009885,2008/02/28
   415,2255,BULGA,PARISH OF BULGA,       10009886,2008/02/28
   417,2257,BULGANA,PARISH OF BULGANA,       10009888,2008/02/28
   418,5125,BULLA (T),TOWNSHIP OF BULLA,       10009889,2008/02/28
   420,2259,BULLAMALK,PARISH OF BULLAMALK,       10009891,2008/02/28
   421,2260,BULLANBUL,PARISH OF BULLANBUL,       10009892,2008/02/28
   422,2261,BULLAROOK,PARISH OF BULLAROOK,       10009893,2008/02/28
   424,5126,BULLARTO (T),TOWNSHIP OF BULLARTO,       10009895,2008/02/28
   425,5127,BULLARTO SOUTH (T),TOWNSHIP OF BULLARTO SOUTH,       10009896,2008/02/28
   427,2264,BULLEEN,PARISH OF BULLEEN,       10009898,2008/02/28
   428,2265,BULLENGAROOK,PARISH OF BULLENGAROOK,       10009899,2008/02/28
   430,2267,BULLUMWAAL,PARISH OF BULLUMWAAL,       10009901,2008/02/28
   431,5128,BULLUMWAAL (T),TOWNSHIP OF BULLUMWAAL,       10009902,2008/02/28
   433,5129,BULN BULN (T),TOWNSHIP OF BULN BULN,       10009904,2008/02/28
   434,2269,BUMBANG,PARISH OF BUMBANG,       10009905,2008/02/28
   436,5130,BUNBARTHA (T),TOWNSHIP OF BUNBARTHA,       10009907,2008/02/28
   437,2271,BUNDALAGUAH,PARISH OF BUNDALAGUAH,       10009908,2008/02/28
   438,2272,BUNDALONG,PARISH OF BUNDALONG,       10009909,2008/02/28
   440,2273,BUNDARA-MUNJIE,PARISH OF BUNDARA-MUNJIE,       10009911,2008/02/28
   441,2274,BUNDOWRA,PARISH OF BUNDOWRA,       10009912,2008/02/28
   442,2280,BUNG BONG,PARISH OF BUNG BONG,       10009913,2008/02/28
   444,2275,BUNGAL,PARISH OF BUNGAL,       10009915,2008/02/28
   445,2276,BUNGALALLY,PARISH OF BUNGALALLY,       10009916,2008/02/28
   447,2278,BUNGANAIL,PARISH OF BUNGANAIL,       10009918,2008/02/28
   448,2279,BUNGAREE,PARISH OF BUNGAREE,       10009919,2008/02/28
   449,2281,BUNGEELTAP,PARISH OF BUNGEELTAP,       10009920,2008/02/28
   451,5133,BUNGEET (T),TOWNSHIP OF BUNGEET,       10009922,2008/02/28
   452,2283,BUNGIL,PARISH OF BUNGIL,       10009923,2008/02/28
   454,2285,BUNGULUKE,PARISH OF BUNGULUKE,       10009925,2008/02/28
   455,2286,BUNGYWARR,PARISH OF BUNGYWARR,       10009926,2008/02/28
   457,5134,BUNINYONG (T),TOWNSHIP OF BUNINYONG,       10009928,2008/02/28
   458,2288,BUNNUGAL,PARISH OF BUNNUGAL,       10009929,2008/02/28
   459,2289,BUNUROUK,PARISH OF BUNUROUK,       10009930,2008/02/28
   461,5135,BUNYIP (T),TOWNSHIP OF BUNYIP,       10009932,2008/02/28
   462,2291,BURAGWONDUC,PARISH OF BURAGWONDUC,       10009933,2008/02/28
   464,2293,BURKE,PARISH OF BURKE,       10009935,2008/02/28
   465,5136,BURKES FLAT (T),TOWNSHIP OF BURKES FLAT,       10009936,2008/02/28
   467,2295,BURNEWANG,PARISH OF BURNEWANG,       10009938,2008/02/28
   468,2296,BURRA,PARISH OF BURRA,       10009939,2008/02/28
   470,2298,BURRAMBOOT,PARISH OF BURRAMBOOT,       10009941,2008/02/28
   471,2299,BURRAMBOOT EAST,PARISH OF BURRAMBOOT EAST,       10009942,2008/02/28
   472,2300,BURRAMINE,PARISH OF BURRAMINE,       10009943,2008/02/28
   474,2301,BURRONG NORTH,PARISH OF BURRONG NORTH,       10009945,2008/02/28
   475,2302,BURRONG SOUTH,PARISH OF BURRONG SOUTH,       10009946,2008/02/28
   476,2303,BURROWYE,PARISH OF BURROWYE,       10009947,2008/02/28
   478,2304,BURRUMBEEP,PARISH OF BURRUMBEEP,       10009949,2008/02/28
   479,2305,BURRUMBEET,PARISH OF BURRUMBEET,       10009950,2008/02/28
   481,2308,BURTWARRAH,PARISH OF BURTWARRAH,       10009952,2008/02/28
   482,2309,BURUPGA,PARISH OF BURUPGA,       10009953,2008/02/28
   483,5138,BURWOOD (T),TOWNSHIP OF BURWOOD,       10009954,2008/02/28
   485,2310,BUTGULLA,PARISH OF BUTGULLA,       10009956,2008/02/28
   486,2311,BUTTLEJORRK,PARISH OF BUTTLEJORRK,       10009957,2008/02/28
   487,2312,BUXTON,PARISH OF BUXTON,       10009958,2008/02/28
   489,5140,BYADUK (T),TOWNSHIP OF BYADUK,       10009960,2008/02/28
   490,5141,BYADUK NORTH (T),TOWNSHIP OF BYADUK NORTH,       10009961,2008/02/28
   492,2315,BYANGA,PARISH OF BYANGA,       10009963,2008/02/28
   493,2316,BYAWATHA,PARISH OF BYAWATHA,       10009964,2008/02/28
   495,2318,BYLANDS,PARISH OF BYLANDS,       10009966,2008/02/28
   496,2319,CABANANDRA,PARISH OF CABANANDRA,       10009967,2008/02/28
   498,2321,CALLAWADDA,PARISH OF CALLAWADDA,       10009969,2008/02/28
   499,5142,CALLAWADDA (T),TOWNSHIP OF CALLAWADDA,       10009970,2008/02/28
   501,5143,CALLIGNEE (T),TOWNSHIP OF CALLIGNEE,       10009972,2008/02/28
   502,2323,CAMBACANYA,PARISH OF CAMBACANYA,       10009973,2008/02/28
   503,2324,CAMBATONG,PARISH OF CAMBATONG,       10009974,2008/02/28
   505,2325,CAMPASPE,PARISH OF CAMPASPE,       10009976,2008/02/28
   506,5145,CAMPBELLS CREEK (T),TOWNSHIP OF CAMPBELLS CREEK,       10009977,2008/02/28
   507,2326,CAMPBELLTOWN,PARISH OF CAMPBELLTOWN,       10009978,2008/02/28
   509,5147,CAMPERDOWN (T),TOWNSHIP OF CAMPERDOWN,       10009980,2008/02/28
   510,2327,CANABORE,PARISH OF CANABORE,       10009981,2008/02/28
   511,2328,CANIAMBO,PARISH OF CANIAMBO,       10009982,2008/02/28
   513,2329,CANNIE,PARISH OF CANNIE,       10009984,2008/02/28
   514,2330,CANNUM,PARISH OF CANNUM,       10009985,2008/02/28
   515,2331,CANTALA,PARISH OF CANTALA,       10009986,2008/02/28
   517,2332,CARAG CARAG,PARISH OF CARAG CARAG,       10009988,2008/02/28
   518,2333,CARALULUP,PARISH OF CARALULUP,       10009989,2008/02/28
   519,2334,CARAMBALLUC NORTH,PARISH OF CARAMBALLUC NORTH,       10009990,2008/02/28
   521,2336,CARAMUT,PARISH OF CARAMUT,       10009992,2008/02/28
   522,5150,CARAMUT (T),TOWNSHIP OF CARAMUT,       10009993,2008/02/28
   523,2337,CARAMUT SOUTH,PARISH OF CARAMUT SOUTH,       10009994,2008/02/28
   524,2338,CARAPOOEE,PARISH OF CARAPOOEE,       10009995,2008/02/28
   526,2339,CARAPOOEE WEST,PARISH OF CARAPOOEE WEST,       10009997,2008/02/28
   527,2340,CARAPOOK,PARISH OF CARAPOOK,       10009998,2008/02/28
   529,2341,CARAPUGNA,PARISH OF CARAPUGNA,       10010000,2008/02/28
   530,2342,CARBOOR,PARISH OF CARBOOR,       10010001,2008/02/28
   531,2343,CARCHAP,PARISH OF CARCHAP,       10010002,2008/02/28
   533,2345,CARGERIE,PARISH OF CARGERIE,       10010004,2008/02/28
   534,5153,CARGERIE (T),TOWNSHIP OF CARGERIE,       10010005,2008/02/28
   536,2347,CARISBROOK,PARISH OF CARISBROOK,       10010007,2008/02/28
   537,5154,CARISBROOK (T),TOWNSHIP OF CARISBROOK,       10010008,2008/02/28
   539,5155,CARLSRUHE (T),TOWNSHIP OF CARLSRUHE,       10010010,2008/02/28
   540,2796B,CARLTON:AT (JIKA JIKA),"AT CARLTON, PARISH OF JIKA JIKA",       10010011,2008/02/28
   541,2349,CARLYLE,PARISH OF CARLYLE,       10010012,2008/02/28
   543,2350,CARNEEK,PARISH OF CARNEEK,       10010014,2008/02/28
   544,2351,CARNGHAM,PARISH OF CARNGHAM,       10010015,2008/02/28
   546,2352,CAROOL,PARISH OF CAROOL,       10010017,2008/02/28
   547,2353,CARORI,PARISH OF CARORI,       10010018,2008/02/28
   548,2354,CARPENDEIT,PARISH OF CARPENDEIT,       10010019,2008/02/28
   550,2356,CARRAJUNG,PARISH OF CARRAJUNG,       10010021,2008/02/28
   551,5158,CARRAJUNG (T),TOWNSHIP OF CARRAJUNG,       10010022,2008/02/28
   553,2358,CARRARAGARMUNGEE,PARISH OF CARRARAGARMUNGEE,       10010024,2008/02/28
   554,2359,CARRON,PARISH OF CARRON,       10010025,2008/02/28
   556,2361,CARRUNO,PARISH OF CARRUNO,       10010027,2008/02/28
   557,2362,CARWARP,PARISH OF CARWARP,       10010028,2008/02/28
   558,5159,CARWARP (T),TOWNSHIP OF CARWARP,       10010029,2008/02/28
   560,5160,CASHEL (T),TOWNSHIP OF CASHEL,       10010031,2008/02/28
   561,5161,CASSILIS (T),TOWNSHIP OF CASSILIS,       10010032,2008/02/28
   562,2364,CASTERTON,PARISH OF CASTERTON,       10010033,2008/02/28
   564,2365,CASTLE DONNINGTON,PARISH OF CASTLE DONNINGTON,       10010035,2008/02/28
   565,5164,CASTLE POINT (T),TOWNSHIP OF CASTLE POINT,       10010036,2008/02/28
   566,2366,CASTLEMAINE,PARISH OF CASTLEMAINE,       10010037,2008/02/28
   568,2367,CATIABRIM,PARISH OF CATIABRIM,       10010039,2008/02/28
   569,3416A,CAULFIELD:AT (PRAHRAN),"AT CAULFIELD, PARISH OF PRAHRAN",       10010040,2008/02/28
   570,2368,CAVENDISH,PARISH OF CAVENDISH,       10010041,2008/02/28
   572,2369,CHANGUE,PARISH OF CHANGUE,       10010043,2008/02/28
   573,2370,CHANGUE EAST,PARISH OF CHANGUE EAST,       10010044,2008/02/28
   574,2371,CHARAM,PARISH OF CHARAM,       10010045,2008/02/28
   576,2372,CHARLTON EAST,PARISH OF CHARLTON EAST,       10010047,2008/02/28
   577,2373,CHARLTON WEST,PARISH OF CHARLTON WEST,       10010048,2008/02/28
   579,5167,CHATSWORTH (T),TOWNSHIP OF CHATSWORTH,       10010050,2008/02/28
   580,2375,CHATSWORTH WEST,PARISH OF CHATSWORTH WEST,       10010051,2008/02/28
   581,2376,CHEPSTOWE,PARISH OF CHEPSTOWE,       10010052,2008/02/28
   583,5169,CHEROKEE (T),TOWNSHIP OF CHEROKEE,       10010054,2008/02/28
   584,2377,CHERRINGTON,PARISH OF CHERRINGTON,       10010055,2008/02/28
   585,5170,CHESHUNT (T),TOWNSHIP OF CHESHUNT,       10010056,2008/02/28
   587,2378,CHEWTON,PARISH OF CHEWTON,       10010058,2008/02/28
   588,5172,CHILDERS (T),TOWNSHIP OF CHILDERS,       10010059,2008/02/28
   590,2380,CHILPIN,PARISH OF CHILPIN,       10010061,2008/02/28
   591,2381,CHILTERN,PARISH OF CHILTERN,       10010062,2008/02/28
   592,5173,CHILTERN (T),TOWNSHIP OF CHILTERN,       10010063,2008/02/28
   594,2383,CHINAMAN FLAT,PARISH OF CHINAMAN FLAT,       10010065,2008/02/28
   595,2384,CHINANGIN,PARISH OF CHINANGIN,       10010066,2008/02/28
   596,5174,CHINKAPOOK (T),TOWNSHIP OF CHINKAPOOK,       10010067,2008/02/28
   598,2386,CHIPRICK,PARISH OF CHIPRICK,       10010069,2008/02/28
   599,2796A,CITY OF BRUNSWICK (JIKA JIKA),"CITY OF BRUNSWICK, PARISH OF JIKA JIKA",       10010070,2008/02/28
   601,2478A,CITY OF FOOTSCRAY (CUT-PAW-PAW),"CITY OF FOOTSCRAY, PARISH OF CUT-PAW-PAW",       10010072,2008/02/28
   602,2478B,CITY OF FOOTSCRAY:AT YARRAVILLE (CUT-PAW-PAW),"AT YARRAVILLE, CITY OF FOOTSCRAY, PARISH OF CUT-PAW-PAW",       10010073,2008/02/28
   604,2796D,CITY OF NORTHCOTE (JIKA JIKA),"CITY OF NORTHCOTE, PARISH OF JIKA JIKA",       10010075,2008/02/28
   605,3084B,CITY OF PORT MELBOURNE (MELBOURNE SOUTH),"CITY OF PORT MELBOURNE, PARISH OF MELBOURNE SOUTH",       10010076,2008/02/28
   606,2796H,CITY OF RICHMOND (JIKA JIKA),"CITY OF RICHMOND, PARISH OF JIKA JIKA",       10010077,2008/02/28
   608,2387,CLARENDON,PARISH OF CLARENDON,       10010079,2008/02/28
   609,5175,CLARENDON (T),TOWNSHIP OF CLARENDON,       10010080,2008/02/28
   610,2388,CLARKESDALE,PARISH OF CLARKESDALE,       10010081,2008/02/28
   611,5176,CLEAR LAKE (T),TOWNSHIP OF CLEAR LAKE,       10010082,2008/02/28
   612,2796C,CLIFTON HILL:AT (JIKA JIKA),"AT CLIFTON HILL, PARISH OF JIKA JIKA",       10010083,2008/02/28
   613,2389,CLONBINANE,PARISH OF CLONBINANE,       10010084,2008/02/28
   614,2390,CLONLEIGH,PARISH OF CLONLEIGH,       10010085,2008/02/28
   616,2391,CLUNES,PARISH OF CLUNES,       10010087,2008/02/28
   617,5178,CLUNES (T),TOWNSHIP OF CLUNES,       10010088,2008/02/28
   618,5179,COALVILLE (T),TOWNSHIP OF COALVILLE,       10010089,2008/02/28
   620,2393,COBBANNAH,PARISH OF COBBANNAH,       10010091,2008/02/28
   621,2394,COBBOBOONEE,PARISH OF COBBOBOONEE,       10010092,2008/02/28
   623,2395,COBON,PARISH OF COBON,       10010094,2008/02/28
   624,2396,COBRA KILLUC,PARISH OF COBRA KILLUC,       10010095,2008/02/28
   626,5181,COBRAM (T),TOWNSHIP OF COBRAM,       10010097,2008/02/28
   627,2398,COBUNGRA,PARISH OF COBUNGRA,       10010098,2008/02/28
   629,2399,COCAMBA,PARISH OF COCAMBA,       10010100,2008/02/28
   630,5183,COCAMBA (T),TOWNSHIP OF COCAMBA,       10010101,2008/02/28
   632,2400,COCOMAH,PARISH OF COCOMAH,       10010103,2008/02/28
   634,2402,CODRINGTON,PARISH OF CODRINGTON,       10010105,2008/02/28
   636,5185,COHUNA (T),TOWNSHIP OF COHUNA,       10010107,2008/02/28
   637,2404,COIMADAI,PARISH OF COIMADAI,       10010108,2008/02/28
   639,5186,COLAC (T),TOWNSHIP OF COLAC,       10010110,2008/02/28
   640,2406,COLAC COLAC,PARISH OF COLAC COLAC,       10010111,2008/02/28
   642,5187,COLBINABBIN (T),TOWNSHIP OF COLBINABBIN,       10010113,2008/02/28
   643,2408,COLERAINE,PARISH OF COLERAINE,       10010114,2008/02/28
   645,2409,COLIBAN,PARISH OF COLIBAN,       10010116,2008/02/28
   646,2410,COLIGNAN,PARISH OF COLIGNAN,       10010117,2008/02/28
   647,2411,COLONGULAC,PARISH OF COLONGULAC,       10010118,2008/02/28
   649,2413,COLQUHOUN EAST,PARISH OF COLQUHOUN EAST,       10010120,2008/02/28
   652,2416,COMBIENBAR,PARISH OF COMBIENBAR,       10010123,2008/02/28
   653,2417,COMMERALGHIP,PARISH OF COMMERALGHIP,       10010124,2008/02/28
   654,5189,COMOORA (T),TOWNSHIP OF COMOORA,       10010125,2008/02/28
   655,2418,CONCONGELLA,PARISH OF CONCONGELLA,       10010126,2008/02/28
   656,2419,CONCONGELLA SOUTH,PARISH OF CONCONGELLA SOUTH,       10010127,2008/02/28
   657,2420,CONDAH,PARISH OF CONDAH,       10010128,2008/02/28
   658,2421,CONEWARRE,PARISH OF CONEWARRE,       10010129,2008/02/28
   659,2422,CONGA WONGA,PARISH OF CONGA WONGA,       10010130,2008/02/28
   660,2423,CONGUPNA,PARISH OF CONGUPNA,       10010131,2008/02/28
   661,5190,CONGUPNA ROAD (T),TOWNSHIP OF CONGUPNA ROAD,       10010132,2008/02/28
   662,2424,CONNANGORACH,PARISH OF CONNANGORACH,       10010133,2008/02/28
   663,2425,CONNEWARREN,PARISH OF CONNEWARREN,       10010134,2008/02/28
   664,2426,CONNEWIRRECOO,PARISH OF CONNEWIRRECOO,       10010135,2008/02/28
   665,2427,COOACK,PARISH OF COOACK,       10010136,2008/02/28
   666,2428,COOAGGALAH,PARISH OF COOAGGALAH,       10010137,2008/02/28
   667,2429,COOLEBARGHURK,PARISH OF COOLEBARGHURK,       10010138,2008/02/28
   668,2430,COOLUMBOOKA,PARISH OF COOLUMBOOKA,       10010139,2008/02/28
   669,2431,COOLUNGOOLUN,PARISH OF COOLUNGOOLUN,       10010140,2008/02/28
   670,2432,COOLUNGUBRA,PARISH OF COOLUNGUBRA,       10010141,2008/02/28
   671,2433,COOMA,PARISH OF COOMA,       10010142,2008/02/28
   672,5191,COOMA (T),TOWNSHIP OF COOMA,       10010143,2008/02/28
   673,2434,COOMBOONA,PARISH OF COOMBOONA,       10010144,2008/02/28
   674,2435,COONGULLA,PARISH OF COONGULLA,       10010145,2008/02/28
   675,2436,COONGULMERANG,PARISH OF COONGULMERANG,       10010146,2008/02/28
   676,2437,COONIMUR,PARISH OF COONIMUR,       10010147,2008/02/28
   677,5192,COONOOER (T),TOWNSHIP OF COONOOER,       10010148,2008/02/28
   678,2438,COONOOER EAST,PARISH OF COONOOER EAST,       10010149,2008/02/28
   679,2439,COONOOER WEST,PARISH OF COONOOER WEST,       10010150,2008/02/28
   680,5193,COOPERS CREEK (T),TOWNSHIP OF COOPERS CREEK,       10010151,2008/02/28
   681,2440,COOPRACAMBRA,PARISH OF COOPRACAMBRA,       10010152,2008/02/28
   682,2441,COORAMOOK,PARISH OF COORAMOOK,       10010153,2008/02/28
   683,2442,COORIEJONG,PARISH OF COORIEJONG,       10010154,2008/02/28
   684,2443,COORNBURT,PARISH OF COORNBURT,       10010155,2008/02/28
   685,2444,COORNMILL,PARISH OF COORNMILL,       10010156,2008/02/28
   686,2445,COOROOPAJERRUP,PARISH OF COOROOPAJERRUP,       10010157,2008/02/28
   687,5194,COPE COPE (T),TOWNSHIP OF COPE COPE,       10010158,2008/02/28
   688,2446,COPI PLAINS,PARISH OF COPI PLAINS,       10010159,2008/02/28
   689,5196,CORA LYNN (T),TOWNSHIP OF CORA LYNN,       10010160,2008/02/28
   690,2447,CORACK,PARISH OF CORACK,       10010161,2008/02/28
   691,5195,CORACK (T),TOWNSHIP OF CORACK,       10010162,2008/02/28
   692,2448,CORACK EAST,PARISH OF CORACK EAST,       10010163,2008/02/28
   693,2449,CORADJIL,PARISH OF CORADJIL,       10010164,2008/02/28
   694,2450,CORANGAMITE,PARISH OF CORANGAMITE,       10010165,2008/02/28
   695,2451,COREA,PARISH OF COREA,       10010166,2008/02/28
   696,2452,CORINDHAP,PARISH OF CORINDHAP,       10010167,2008/02/28
   697,5197,CORINDHAP (T),TOWNSHIP OF CORINDHAP,       10010168,2008/02/28
   699,5198,CORINELLA (T),TOWNSHIP OF CORINELLA,       10010170,2008/02/28
   700,2454,CORIO,PARISH OF CORIO,       10010171,2008/02/28
   702,2456,COROP,PARISH OF COROP,       10010173,2008/02/28
   703,5199,COROP (T),TOWNSHIP OF COROP,       10010174,2008/02/28
   704,2457,CORRYONG,PARISH OF CORRYONG,       10010175,2008/02/28
   706,2458,COSTERFIELD,PARISH OF COSTERFIELD,       10010177,2008/02/28
   707,5201,COSTERFIELD (T),TOWNSHIP OF COSTERFIELD,       10010178,2008/02/28
   709,5202,COWA (T),TOWNSHIP OF COWA,       10010180,2008/02/28
   710,5203,COWANGIE (T),TOWNSHIP OF COWANGIE,       10010181,2008/02/28
   712,3389A,COWES:AT (PHILLIP ISLAND),"AT COWES, PARISH OF PHILLIP ISLAND",       10010183,2008/02/28
   713,5205,COWWARR (T),TOWNSHIP OF COWWARR,       10010184,2008/02/28
   715,2461,CRAIGIE,PARISH OF CRAIGIE,       10010186,2008/02/28
   716,5206,CRAIGIE (T),TOWNSHIP OF CRAIGIE,       10010187,2008/02/28
   717,2462,CRANBOURNE,PARISH OF CRANBOURNE,       10010188,2008/02/28
   719,5208,CRAVENSVILLE (T),TOWNSHIP OF CRAVENSVILLE,       10010190,2008/02/28
   720,5209,CREEK VIEW (T),TOWNSHIP OF CREEK VIEW,       10010191,2008/02/28
   722,5210,CRESSY (T),TOWNSHIP OF CRESSY,       10010193,2008/02/28
   723,2464,CRESWICK,PARISH OF CRESWICK,       10010194,2008/02/28
   725,5212,CRIB POINT (T),TOWNSHIP OF CRIB POINT,       10010196,2008/02/28
   726,2465,CRONOMBY,PARISH OF CRONOMBY,       10010197,2008/02/28
   727,2466,CROOKAYAN,PARISH OF CROOKAYAN,       10010198,2008/02/28
   729,5213,CROSSOVER (T),TOWNSHIP OF CROSSOVER,       10010200,2008/02/28
   730,2468,CROWLANDS,PARISH OF CROWLANDS,       10010201,2008/02/28
   732,2469,CROXTON EAST,PARISH OF CROXTON EAST,       10010203,2008/02/28
   733,2470,CROXTON WEST,PARISH OF CROXTON WEST,       10010204,2008/02/28
   734,5215,CUDGEE (T),TOWNSHIP OF CUDGEE,       10010205,2008/02/28
   736,5216,CULGOA (T),TOWNSHIP OF CULGOA,       10010207,2008/02/28
   737,5217,CULLULLERAINE (T),TOWNSHIP OF CULLULLERAINE,       10010208,2008/02/28
   739,5218,CUNNINGHAME (T),TOWNSHIP OF CUNNINGHAME,       10010210,2008/02/28
   740,2473,CURLIP,PARISH OF CURLIP,       10010211,2008/02/28
   742,2475,CURRAWA,PARISH OF CURRAWA,       10010213,2008/02/28
   743,2476,CURTAYNE,PARISH OF CURTAYNE,       10010214,2008/02/28
   745,5219,CURYO (T),TOWNSHIP OF CURYO,       10010216,2008/02/28
   746,2478,CUT-PAW-PAW,PARISH OF CUT-PAW-PAW,       10010217,2008/02/28
   748,2480,DAALKO,PARISH OF DAALKO,       10010219,2008/02/28
   749,2481,DAHWEDARRE,PARISH OF DAHWEDARRE,       10010220,2008/02/28
   751,2482,DALYENONG,PARISH OF DALYENONG,       10010222,2008/02/28
   752,2483,DANDENONG,PARISH OF DANDENONG,       10010223,2008/02/28
   753,5221,DANDENONG (T),TOWNSHIP OF DANDENONG,       10010224,2008/02/28
   755,2485,DANYO,PARISH OF DANYO,       10010226,2008/02/28
   756,5222,DANYO (T),TOWNSHIP OF DANYO,       10010227,2008/02/28
   757,2486,DARBALANG,PARISH OF DARBALANG,       10010228,2008/02/28
   759,2488,DARGILE,PARISH OF DARGILE,       10010230,2008/02/28
   760,2489,DARGO,PARISH OF DARGO,       10010231,2008/02/28
   762,2490,DARKBONEE,PARISH OF DARKBONEE,       10010233,2008/02/28
   763,5224,DARLIMURLA (T),TOWNSHIP OF DARLIMURLA,       10010234,2008/02/28
   765,5225,DARLINGFORD (T),TOWNSHIP OF DARLINGFORD,       10010236,2008/02/28
   766,2492,DARLINGTON,PARISH OF DARLINGTON,       10010237,2008/02/28
   767,5226,DARLINGTON (T),TOWNSHIP OF DARLINGTON,       10010238,2008/02/28
   769,2494,DARNUM,PARISH OF DARNUM,       10010240,2008/02/28
   770,5227,DARNUM (T),TOWNSHIP OF DARNUM,       10010241,2008/02/28
   771,2495,DARRAGAN,PARISH OF DARRAGAN,       10010242,2008/02/28
   773,5228,DARRAWEIT GUIM (T),TOWNSHIP OF DARRAWEIT GUIM,       10010244,2008/02/28
   774,2497,DARRIMAN,PARISH OF DARRIMAN,       10010245,2008/02/28
   775,2498,DARRIWIL,PARISH OF DARRIWIL,       10010246,2008/02/28
   777,2500,DARTELLA,PARISH OF DARTELLA,       10010248,2008/02/28
   778,2501,DARTMOOR,PARISH OF DARTMOOR,       10010249,2008/02/28
   780,5230,DARTMOUTH (T),TOWNSHIP OF DARTMOUTH,       10010251,2008/02/28
   781,2502,DATTUCK,PARISH OF DATTUCK,       10010252,2008/02/28
   782,5231,DAYLESFORD (T),TOWNSHIP OF DAYLESFORD,       10010253,2008/02/28
   784,2503,DEAN,PARISH OF DEAN,       10010255,2008/02/28
   785,2504,DEDDICK,PARISH OF DEDDICK,       10010256,2008/02/28
   786,5233,DEDDICK (T),TOWNSHIP OF DEDDICK,       10010257,2008/02/28
   787,2505,DEDERANG,PARISH OF DEDERANG,       10010258,2008/02/28
   789,2506,DELATITE,PARISH OF DELATITE,       10010260,2008/02/28
   790,2507,DELLICKNORA,PARISH OF DELLICKNORA,       10010261,2008/02/28
   792,5235,DENNINGTON (T),TOWNSHIP OF DENNINGTON,       10010263,2008/02/28
   793,2509,DENNYING,PARISH OF DENNYING,       10010264,2008/02/28
   795,2510,DERBY,PARISH OF DERBY,       10010266,2008/02/28
   796,2511,DEREEL,PARISH OF DEREEL,       10010267,2008/02/28
   797,5237,DEREEL (T),TOWNSHIP OF DEREEL,       10010268,2008/02/28
   799,5238,DERGHOLM (T),TOWNSHIP OF DERGHOLM,       10010270,2008/02/28
   800,2513,DERING,PARISH OF DERING,       10010271,2008/02/28
   802,2515,DERRIL,PARISH OF DERRIL,       10010273,2008/02/28
   803,2516,DERRIMUT,PARISH OF DERRIMUT,       10010274,2008/02/28
   804,5239,DERRINALLUM (T),TOWNSHIP OF DERRINALLUM,       10010275,2008/02/28
   806,2518,DEUTGAM,PARISH OF DEUTGAM,       10010277,2008/02/28
   807,2519,DEVENISH,PARISH OF DEVENISH,       10010278,2008/02/28
   809,2520,DEVON,PARISH OF DEVON,       10010280,2008/02/28
   810,5241,DEVON (T),TOWNSHIP OF DEVON,       10010281,2008/02/28
